"success_rate","is_txn_conflicted","card_issuer_country","priority_logic_tag","udf6","txn_latency_enum","payment_method_type"
100,"RESOLVED","UNITEDSTATES",NA,"car|SO-Wasan-2526-000285|21000|0","0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","svw85xzradm9","0M-1M","UPI"
100,"RESOLVED",NA,NA,"3472-20251214060807","0M-1M","NB"
0,"MATCH",NA,NA,"ccd09290-67e5-49f5-9a14-31f22df0","0M-1M","NB"
100,"RESOLVED",NA,NA,"f6b96036-0a73-49f7-8","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"36a748e2ff5b2bd28baa61a3a52e5cd7","0M-1M","CARD"
0,"MATCH","INDIA","TestNew","mcGhJfB9PyHulMT0LJShK1rt7G0J249m","3M-4M","CARD"
0,"RESOLVED",NA,NA,"1692307a-7e3c-4577-ada5-10e23447","0M-1M","NB"
50,"RESOLVED",NA,NA,"f220e926-965e-4ba1-9f4e-49269850","0M-1M","UPI"
0,NA,"INDIA","airwallex",NA,"0M-1M","CARD"
0,"RESOLVED",NA,NA,"957ae5ba-4ce4-4ab7-a1e2-af8c2c41","10M-1H","NB"
0,NA,NA,NA,"c6bd04f8-4a2e-4ac8-8fd1-fa4c92f1","0M-1M","UPI"
100,"RESOLVED","UKRAINE","Tata PA test PL",NA,"0M-1M","CARD"
0,"RESOLVED",NA,"yes biz testing",NA,"1H-1D","NB"
0,NA,NA,NA,"Bandhan Bank Limited","0M-1M","UPI"
99.53,"RESOLVED",NA,"PayU Test",NA,"0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930866353","0M-1M","CARD"
100,"RESOLVED",NA,"Prod Ready PL_1","RINGNAC","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930871954","0M-1M","CARD"
0,NA,NA,"cashfree",NA,"1D-3D","NB"
100,"RESOLVED",NA,NA,"epn_5ncsfFgYK9rFnqf","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","Test-dummy-copy-1",NA,"0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"1764321518-1437066","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"GFT23570546592","0M-1M","CARD"
0,NA,NA,"HDFC SMART ROUTING",NA,"0M-1M","UPI"
5.88,"RESOLVED",NA,"TPSL-AADHAAR","NA","0M-1M","CARD"
0,NA,NA,"Pinelabls_testing","1930858064","0M-1M","NB"
0,"RESOLVED",NA,"Easebuzz Routing","CH15","3M-4M","CARD"
100,NA,NA,"UPI_ROUTER","f6adfddf-7496-4357-ae1e-0b71dd9a","0M-1M","CASH"
0,"RESOLVED",NA,"Cahsfree Testing","86e7vlzdijkz","0M-1M","NB"
0,"MATCH",NA,"Test - Jo",NA,"1M-2M","UPI"
100,"RESOLVED","DOMINICAN REPUBLIC","UPI_QR Priority logic",NA,"0M-1M","CARD"
0,"MATCH","JAPAN",NA,"AX1326","1M-2M","CARD"
0,"MATCH",NA,NA,"55cc327b-47a9-5360-9ed8-b6ad1d46","3M-4M","NB"
100,"RESOLVED","BRAZIL","Test - Jo",NA,"0M-1M","CARD"
81.13,"RESOLVED","UNITEDSTATES",NA,"N","0M-1M","CARD"
100,"RESOLVED",NA,NA,"d900aff0-fd96-46b0-a","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930877009","0M-1M","CARD"
100,"RESOLVED",NA,"ScheduleTest","eyJvcmRlcklkIjozNjc4ODI0LCJjbG90","0M-1M","WALLET"
100,"RESOLVED",NA,"PayU_UPIAuto","CH12","0M-1M","NB"
100,"CONFLICTED",NA,NA,NA,"6M-7M","UPI"
0,NA,"United Arab Emirates","UPI_ROUTER","29fd1e6c-0214-437a-abdb-2d3d2901","0M-1M","CARD"
0,NA,"United Arab Emirates","testplogictest",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"app - Upsurge, item - Financial ","0M-1M","NB"
0,NA,"INDIA","CARD ONLY DUMMY PG","my-nua-plan/active-plan/order-no","0M-1M","CARD"
0,"RESOLVED","INDIA","ABFRL New Priority Logic-3",NA,"6M-7M","CARD"
33.33,"RESOLVED","INDIA",NA,"2","3M-4M","CARD"
0,"MATCH",NA,"cashfree",NA,"5M-6M","NB"
50,"RESOLVED",NA,"wallet pl 2",NA,"3M-4M","UPI"
100,"RESOLVED",NA,NA,"a1d6fa01-d7a6-4ac2-b","0M-1M","NB"
94.87,"RESOLVED",NA,NA,"web","0M-1M","UPI"
100,"RESOLVED",NA,"Dummy route logic",NA,"0M-1M","NB"
50,"RESOLVED",NA,"All_PG_Configuration","IN","5M-6M","NB"
0,NA,"INDIA",NA,"BPPTN0881468196281851904","0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","y1ema5bpnrny","0M-1M","NB"
0,"RESOLVED","BRAZIL",NA,"51.0","3M-4M","CARD"
100,"RESOLVED",NA,NA,"f684e1b2-994c-4680-9b52-d22d6719","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","r9owvgsdolxd","0M-1M","UPI"
0,"RESOLVED","United Arab Emirates","ScheduleTest",NA,"3M-4M","CARD"
0,"MATCH",NA,"Cashfree (Debit) & Payu (Credit)",NA,"1H-1D","UPI"
100,"RESOLVED",NA,NA,"9d783d77-9e74-49d4-9c33-2187a976","0M-1M","NB"
100,"RESOLVED",NA,NA,"610e4bce-cfc8-4a24-8","0M-1M","NB"
0,"MATCH",NA,NA,"OTHER","1H-1D","NB"
100,"RESOLVED",NA,"Cahsfree Testing","x6o7kswvg2jl","0M-1M","UPI"
100,"RESOLVED",NA,NA,"RID-9ac9f5ff-86ea-4d14-b4cf-fff1","0M-1M","NB"
0,"MATCH",NA,"All_PG_Configuration","IN","5M-6M","NB"
100,"RESOLVED",NA,NA,"59999498-6a8e-53e1-af2c-29134d06","0M-1M","NB"
0,NA,NA,NA,"IOS","1D-3D","NB"
2,NA,NA,NA,NA,"4M-5M","UPI"
0,"RESOLVED",NA,"Cahsfree Testing","1fg89lymjqst","0M-1M","UPI"
0,"RESOLVED",NA,NA,"019ac000-f1f1-776f-8078-9bb76615","10M-1H","UPI"
0,NA,"SINGAPORE","Pinelabls_testing","1930861774","0M-1M","CARD"
0,NA,NA,"Test - Jo",NA,"0M-1M","OTC"
0,"RESOLVED",NA,"Accommodating for CAMSPay",NA,"1H-1D","NB"
0,NA,NA,"Test - Jo","udf6","1H-1D","NB"
0,NA,NA,"Easebuzz Routing","CH03","0M-1M","NB"
100,"RESOLVED","INDIA","Testing-Env-withstripe-enforcerule-Gocashfree",NA,"2M-3M","CARD"
0,"RESOLVED",NA,NA,"epn_lyjaPT3gbvTyGsz","10M-1H","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","tihxh7ar8z8p","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","3gkivb4ny5dy","0M-1M","NB"
0,"MATCH",NA,NA,"588","1H-1D","NB"
0,"MATCH",NA,NA,"android","10M-1H","UPI"
100,"RESOLVED","USA","Pinelabls_testing","1930856833","1M-2M","CARD"
100,"RESOLVED",NA,NA,"019b0223-6b98-7355-96bc-ec26d6fd","0M-1M","NB"
0,"RESOLVED","INDIA","Pinelabls_testing","1930866442","3M-4M","CARD"
100,"RESOLVED","INDIA",NA,"1764136650-10250","0M-1M","CARD"
0,"MATCH",NA,"PayU_UPIAuto","CH05","2M-3M","UPI"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_Om","0M-1M","NB"
0,"RESOLVED",NA,NA,"7b240ea7-65e0-4fe8-90fb-d9d158fb","10M-1H","UPI"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","ab8974a1-c6d5-463d-b0e6-9f16a807","3M-4M","CARD"
100,"RESOLVED",NA,NA,"75a5bd60-f8e8-4312-9055-17180cd6","0M-1M","NB"
0,NA,"USA","Pinelabls_testing","1930860205","0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_5m0v8o4M45TqEcK","0M-1M","NB"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_NT","0M-1M","NB"
0,"RESOLVED",NA,"TATA PA test",NA,"6M-7M","UPI"
100,"RESOLVED",NA,NA,"117e3f78-6de5-445c-bcd1-7c1c1388","0M-1M","NB"
100,"RESOLVED",NA,NA,"69e2e657-f369-482f-9da8-c4f4e88c","0M-1M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930860897","0M-1M","CARD"
0,"RESOLVED",NA,"UPI_ROUTER","c91fd0c9-b20d-4fe7-9a0a-f9722866","7M-8M","UPI"
38.38,"RESOLVED",NA,NA,NA,"3M-4M","NB"
100,"RESOLVED",NA,NA,"17d1f9f0-8e32-462f-9771-a849b4ec","0M-1M","NB"
0,"MATCH",NA,"PayU PL 2",NA,"0M-1M","NB"
100,"RESOLVED",NA,"ScheduleTest","eyJvcmRlcklkIjozNjc4ODI1LCJjbG90","0M-1M","WALLET"
100,"RESOLVED","INDIA","Pinelabls_testing","1930871169","0M-1M","CARD"
0,"RESOLVED",NA,NA,"019adfd9-5624-7f41-852c-e694d3b3","7M-8M","UPI"
100,"RESOLVED","INDIA",NA,"GIF1764075484623","0M-1M","CARD"
0,NA,NA,NA,"7186","0M-1M","NB"
50,NA,"UNITED STATES OF AMERICA","Test - Jo",NA,"2M-3M","CARD"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","7b50008f-ed1b-4dfe-b964-ab63828d","0M-1M","CARD"
100,"RESOLVED",NA,NA,"7db049fc-a722-4188-9d40-5dfd90b7","1M-2M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930875586","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","ufi50cgjnske","0M-1M","NB"
0,NA,NA,"Pinelabls_testing","1930859525","0M-1M","NB"
100,"CONFLICTED",NA,NA,"ios","10M-1H","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930864698","0M-1M","CARD"
0,"RESOLVED","INDIA",NA,"1930863644","3M-4M","CARD"
100,"RESOLVED",NA,"Surcharge with Billdesk and PayU","https://devintegrationapi.tataai","3M-4M","NB"
100,"RESOLVED","INDIA","UPI_Paytm","100|600.0|58|3|Others","0M-1M","CARD"
0,"RESOLVED","INDIA",NA,"1930864861","4M-5M","CARD"
0,"RESOLVED","INDIA","Surcharge with Billdesk and PayU","https://stage.tataaia.com/conten","3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","a7j0frohf6p7","0M-1M","NB"
100,"RESOLVED","INDIA","ABSLI UAT Priority logic 04112025 KVB_OSB_OTM",NA,"5M-6M","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930855961","0M-1M","CARD"
0,NA,"INDIA","Pinelabls_testing","1930874120","0M-1M","CARD"
100,"RESOLVED",NA,"PL1",NA,"0M-1M","WALLET"
0,"RESOLVED",NA,NA,NA,"8M-9M","WALLET"
0,NA,NA,"All PhonePe",NA,"0M-1M","CONSUMER_FINANCE"
0,"RESOLVED",NA,"ABSLI UAT Priority logic 04112025 KVB_OSB_OTM",NA,"4M-5M","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930864697","0M-1M","CARD"
0,"RESOLVED",NA,"Testing 31st",NA,"1H-1D","UPI"
100,"RESOLVED","UNITEDSTATES",NA,"car|SO-Wasan-2526-000282|21000|0","0M-1M","CARD"
50,"RESOLVED",NA,"TATA PA test",NA,"0M-1M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","8vx9m5og8ki6","0M-1M","NB"
0,"RESOLVED",NA,NA,"100.0","1M-2M","WALLET"
100,"RESOLVED",NA,NA,"RID-41aa2c17-2234-43db-a0c4-c1b8","0M-1M","NB"
100,"RESOLVED",NA,NA,"43154fb7-88b5-4a0c-9f8f-67114c2f","0M-1M","NB"
0,"MATCH",NA,"Testing-Env-withstripe-enforcerule-PayU-copy-0",NA,"0M-1M","NB"
0,"RESOLVED",NA,NA,"071e7678-9232-4f01-b91b-c6dea1de","10M-1H","UPI"
0,"RESOLVED",NA,NA,"RINGVCL","0M-1M","NB"
0,"RESOLVED",NA,"hyperpg_testingv3","WEB","10M-1H","UPI"
100,"RESOLVED",NA,"UPI_ROUTER","9ebf618a-6adf-4934-a226-6914f0aa","0M-1M","NB"
0,NA,"United Arab Emirates","UPI_ROUTER","86239261-aa14-4c40-8956-6d7018bf","0M-1M","CARD"
100,"RESOLVED",NA,NA,"869f039b-2b56-4a86-b","0M-1M","NB"
0,"RESOLVED","INDIA","Tata PA - 25% TN and 5% of other cards","BPPTN0881464976335642624","0M-1M","CARD"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9pb3M=_10022199_RW7ToM","0M-1M","NB"
100,"RESOLVED",NA,NA,"93e35953-e142-5c53-a346-66538de6","0M-1M","NB"
100,"RESOLVED",NA,NA,"RID-076c1543-a6d0-479a-8ac1-b29e","0M-1M","NB"
0,NA,"United Arab Emirates","yes biz testing",NA,"0M-1M","CARD"
100,"RESOLVED",NA,"UPI_ROUTER","71ba28b1-3dae-4a6b-b5b1-8a3cd59c","0M-1M","NB"
100,"RESOLVED",NA,NA,"epn_5nc27HeNp9n1px1","0M-1M","UPI"
100,"RESOLVED",NA,NA,"7291","0M-1M","NB"
0,"RESOLVED",NA,NA,"3cc912f6-6b0c-4f48-95e4-bf04c908","10M-1H","NB"
50,"RESOLVED",NA,NA,"epn_5nlRPIT8C3VGc0n","0M-1M","UPI"
100,"RESOLVED","UNITEDSTATES",NA,"subscription|OD1745583861440|176","0M-1M","CARD"
0,NA,NA,"Pinelabls_testing","1930859382","0M-1M","NB"
100,"RESOLVED",NA,NA,"7237","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","p122hmb25qtv","0M-1M","NB"
0,"RESOLVED",NA,"Volume-Based Routing-copy-2",NA,"0M-1M","RTP"
100,"RESOLVED",NA,NA,"13839b2d-c2fe-46db-827f-40a48665","0M-1M","UPI"
98.68,"RESOLVED",NA,NA,"enable_quickpay","0M-1M","WALLET"
100,"RESOLVED",NA,NA,"019aed5a-d21b-724e-b481-386e6b9e","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","52f8mkcs56tc","0M-1M","NB"
0,"RESOLVED","UNITED STATES OF AMERICA",NA,"75688/false","6M-7M","CARD"
100,"RESOLVED",NA,NA,"ffd892ac-278d-4528-b","0M-1M","NB"
0,NA,NA,"TPSL-AADHAAR","NA","1H-1D","PAN"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_C3","0M-1M","NB"
100,"RESOLVED",NA,NA,"epn_5nb1JttrflJ6QDd","0M-1M","NB"
100,"CONFLICTED","UNITED STATES OF AMERICA","Test - Jo",NA,"3M-4M","CARD"
100,"RESOLVED",NA,NA,"6a499745-51f9-4e7c-9bf4-030d3404","0M-1M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","cjv3rxzlt95m","0M-1M","UPI"
76.09,"RESOLVED",NA,"Standard EMI via PayU","CROMA","1M-2M","NB"
100,"RESOLVED",NA,"ABSLI UAT Priority logic 04112025 KVB_OSB_OTM",NA,"8M-9M","WALLET"
100,"RESOLVED","USA","Pinelabls_testing","1930857059","0M-1M","CARD"
0,"MATCH",NA,"8 PayU Cobrand with EMI, Cashfree Credit, Plural Debit, Fallback Cashfree and Plural-copy-0-copy-0-copy-0-copy-0",NA,"10M-1H","NB"
0,"RESOLVED","INDIA",NA,NA,"1D-3D","CARD"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","9a414706-44e4-46c2-bae9-1a13e019","0M-1M","CARD"
100,"RESOLVED",NA,NA,"b18848b0-9a1e-4d0b-b","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","9rtrviu8wuwn","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","8d65dcb5-da01-4cbd-a1a9-91d380f0","0M-1M","CARD"
0,"MATCH","INDIA",NA,"9214","6M-7M","CARD"
100,"RESOLVED",NA,NA,"2a297235-4901-5ba4-8a1e-6357c1cc","0M-1M","NB"
100,"RESOLVED",NA,NA,"charge_0_percent","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930864504","0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","94anapt96pys","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876206","0M-1M","CARD"
100,"RESOLVED",NA,NA,"31c72dae-4112-5235-92cb-50ed654e","0M-1M","NB"
100,"CONFLICTED",NA,NA,NA,"3M-4M","NB"
nan,"MATCH","United Arab Emirates","UPI_ROUTER","a926d648-a3a0-4b42-853b-5a5ef1a9","3M-4M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930865213","0M-1M","CARD"
86.83,"RESOLVED","UNITED STATES OF AMERICA",NA,"75688/false","0M-1M","CARD"
100,"RESOLVED",NA,NA,"743db15f-8022-40f5-a","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","nv7uuyo701et","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","p4wz4232e0w2","0M-1M","NB"
0,NA,NA,"Pinelabls_testing","1930876435","0M-1M","NB"
0,NA,"INDIA",NA,"GFT23569950368","0M-1M","CARD"
0,"RESOLVED","USA",NA,"1930855771","3M-4M","CARD"
50,"RESOLVED","United Arab Emirates","ABSLI UAT Priority logic 04112025 KVB_OSB_OTM",NA,"0M-1M","CARD"
100,"RESOLVED",NA,"testing route","IOS","9M-10M","UPI"
0,"MATCH","INDIA","ICICI_UPI Gateway test",NA,"1M-2M","CARD"
60.64,"RESOLVED",NA,NA,NA,"1M-2M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","h2gn5zabopik","0M-1M","UPI"
50,"RESOLVED",NA,"Prod Ready PL_1","RINGSICREVA","6M-7M","NB"
100,"RESOLVED",NA,NA,"87d8c8ab-99e4-4d94-a4ea-ff2018db","0M-1M","NB"
100,"RESOLVED",NA,"ABFRL New Priority Logic-3",NA,"5M-6M","UPI"
0,"RESOLVED",NA,NA,"8a9e2f4b-d684-4feb-a596-5fcfa454","10M-1H","UPI"
100,"RESOLVED",NA,NA,"RID-e83d5ba4-fe6e-4c22-9c96-551d","0M-1M","UPI"
0,NA,"UNITED STATES OF AMERICA",NA,"R","0M-1M","CARD"
0,"RESOLVED",NA,"Cashfree (Debit) & Payu (Credit)","3.9.9","3D-7D","UPI"
0,"RESOLVED","INDIA",NA,"67ea1f14-f8ab-4a2d-91cf-99a8bc5a","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","cnsrktumudep","0M-1M","NB"
100,"CONFLICTED",NA,NA,"3552a82a-b5c2-4f0e-bf83-db85a3cc","9M-10M","UPI"
0,"MATCH",NA,"PL for 3 PGs (PayU, PayTM_V2 and Razorpay)",NA,"1H-1D","NB"
100,"RESOLVED","UNITED STATES OF AMERICA",NA,"ZWF0c3VyZV9hbmRyb2lk_10026175_xR","0M-1M","CARD"
0,"MATCH","INDIA","staging","applicable","10M-1H","CARD"
0,"RESOLVED",NA,NA,"b0a29041-7bab-47f6-8679-2d823500","1M-2M","NB"
0,"MATCH",NA,"PayU PL 2",NA,"10M-1H","NB"
0,"RESOLVED","HONG KONG","Volume-Based Routing-copy-2",NA,"0M-1M","CARD"
100,"CONFLICTED","UNITED STATES OF AMERICA",NA,NA,"3M-4M","CARD"
0,NA,"TAIWAN",NA,NA,"0M-1M","CARD"
100,"RESOLVED",NA,"ScheduleTest","eyJvcmRlcklkIjozNjc5MDc3LCJjbG90","0M-1M","NB"
100,"RESOLVED",NA,NA,"app - Upsurge, item - Fibonacci ","0M-1M","NB"
0,NA,"United Arab Emirates","UPI_ROUTER","20dbdd1f-7056-4c6c-87fe-9e253019","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"cb9286a7-fce4-4152-b174-6549429f","0M-1M","CARD"
0,"MATCH","UNITEDSTATES",NA,NA,"3M-4M","CARD"
100,"RESOLVED",NA,NA,"bnd_5mtBHlSMRzGvx6BWkV","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","4b5a5f92-a05c-4b1e-b8a3-c6b63abb","3M-4M","CARD"
100,"RESOLVED","INDIA",NA,"HPP-279925314-1763374835-U","0M-1M","CARD"
0,"MATCH",NA,"Code based Priority logic with CC transactions routed to PayU Surcharge MID",NA,"3D-7D","NB"
100,"RESOLVED",NA,"Cahsfree Testing","y712e6dp6o22","0M-1M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","8kdufmvfbhev","0M-1M","NB"
100,"RESOLVED",NA,NA,"7006230","0M-1M","NB"
100,"RESOLVED",NA,NA,"1014aa79-ae59-4b45-8167-e836951a","0M-1M","NB"
100,"RESOLVED",NA,"Dummy route logic",NA,"1M-2M","WALLET"
100,"RESOLVED","INDIA",NA,"8951","0M-1M","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930855910","0M-1M","CARD"
100,"RESOLVED",NA,NA,"ax2144","0M-1M","NB"
0,NA,"UNITED STATES OF AMERICA","Vanilla PG Logic",NA,"0M-1M","CARD"
0,"RESOLVED",NA,NA,"c0c6b905-570b-403f-8006-4bd412c8","10M-1H","UPI"
16.67,"RESOLVED",NA,NA,NA,"6M-7M","WALLET"
100,NA,NA,NA,"95297sm01,95294vl01","0M-1M","CASH"
0,"MATCH",NA,NA,"ANDROID","0M-1M","UPI"
100,"RESOLVED","USA","Pinelabls_testing","1930856733","0M-1M","CARD"
0,"RESOLVED","INDIA","ABSLI UAT Priority logic 0912025 TPSL Zara_Bot",NA,"3M-4M","CARD"
100,"RESOLVED",NA,"All_PG_Configuration","IN","4M-5M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","2kx3jhaefitk","0M-1M","NB"
100,"RESOLVED","UNITED STATES OF AMERICA",NA,"1-7FH8IBJ","0M-1M","CARD"
0,"MATCH",NA,NA,"android","10M-1H","NB"
0,"RESOLVED",NA,NA,"7299","5M-6M","UPI"
0,"RESOLVED",NA,NA,"a3719494-0cca-4c81-8780-99961256","10M-1H","UPI"
0,NA,NA,"Pinelabls_testing","1930861061","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930869851","0M-1M","CARD"
0,"RESOLVED","United Arab Emirates","Testing 31st",NA,"0M-1M","CARD"
0,"RESOLVED",NA,NA,"web","10M-1H","NB"
100,"RESOLVED",NA,NA,"76dc8ea3-42d9-4642-9","0M-1M","NB"
50,"RESOLVED",NA,"Cahsfree Testing","53zkxwqqs4zc","0M-1M","NB"
80.04,"RESOLVED","UNITED STATES OF AMERICA","Test - Jo","udf6","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930867255","5M-6M","CARD"
100,"RESOLVED",NA,NA,"RID-faa1863f-724b-4d2a-bd88-ab62","0M-1M","UPI"
100,"CONFLICTED",NA,NA,NA,"1H-1D","NB"
0,NA,"USA","Pinelabls_testing","1930859627","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930863797","0M-1M","CARD"
100,"RESOLVED",NA,NA,"b8c7f972-2724-5a69-83b6-e8f9c22e","0M-1M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","gpoy024yhwuk","0M-1M","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","vph9larip3yh","0M-1M","NB"
0,"RESOLVED",NA,NA,"{""save_vpa"":true}","10M-1H","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930865038","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"3368","0M-1M","CARD"
0,NA,NA,"Cahsfree Testing","43e51j1dkluz","0M-1M","NB"
0,"MATCH",NA,NA,"CFC","0M-1M","UPI"
0,"RESOLVED","INDIA",NA,"1930864353","3M-4M","CARD"
0,"RESOLVED",NA,"Code based Priority logic with CC transactions routed to PayU Surcharge MID",NA,"1H-1D","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","o3pjwb2419s5","0M-1M","NB"
100,"RESOLVED",NA,"ScheduleTest","eyJvcmRlcklkIjozNjc5MDc2LCJjbG90","0M-1M","NB"
0,"MATCH",NA,"Card",NA,"5M-6M","NB"
100,"RESOLVED","INDIA",NA,"3367","0M-1M","CARD"
0,NA,"INDIA",NA,"1764914316-10301","0M-1M","CARD"
0,"RESOLVED",NA,NA,"se4en1bs60a","10M-1H","UPI"
100,NA,NA,"UPI_ROUTER","2c3a5a22-ae44-437b-97e6-83767a15","0M-1M","CASH"
0,"RESOLVED","INDIA","PayU - 100%","1930872449","10M-1H","CARD"
0,"RESOLVED","INDIA",NA,"0ca80967-c0a6-4b7f-bd0d-605774c9","0M-1M","CARD"
100,"RESOLVED",NA,NA,"RID-4b067375-e800-47d6-bf36-9d85","0M-1M","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930870840","0M-1M","CARD"
100,"RESOLVED","UNITED STATES OF AMERICA",NA,"294","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","idlv1kx8w6m8","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","0jqd5lwisbd4","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930869444","0M-1M","CARD"
100,"RESOLVED",NA,NA,"7006107","0M-1M","UPI"
100,"RESOLVED","UNITED STATES OF AMERICA",NA,"subscription|OD1745583861419|176","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","wszlcxuw0x20","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"GIF1764075041129","0M-1M","CARD"
0,"RESOLVED","INDIA",NA,"1930864875","3M-4M","CARD"
0,"RESOLVED",NA,NA,"2b6a9182-e72e-41c8-80d9-47dcd0f9","0M-1M","NB"
0,NA,NA,"Yes10%-copy-0",NA,"0M-1M","UPI"
100,"CONFLICTED","PHILIPPINES","Volume-Based Routing-copy-2",NA,"3M-4M","CARD"
0,"MATCH",NA,NA,"enable_quickpay","1M-2M","WALLET"
0,"RESOLVED",NA,"Testing 31st",NA,"5M-6M","UPI"
100,"RESOLVED",NA,NA,"RID-214aa99a-4261-40ae-abc9-292b","0M-1M","UPI"
0,NA,NA,"Pinelabls_testing","1930862951","0M-1M","NB"
100,"RESOLVED",NA,"UPI_ROUTER","08ed1f65-49c2-461b-b3f0-7380baba","0M-1M","NB"
100,"RESOLVED",NA,NA,"019ae44a-ab04-75e2-ba2a-05744f4c","0M-1M","NB"
0,"RESOLVED","USA","Testing-Env-withstripe-enforcerule-PayU-copy-1",NA,"3M-4M","CARD"
100,"RESOLVED",NA,NA,"5895-20251215045133","0M-1M","NB"
100,"RESOLVED","JAPAN",NA,"14ad3710f31c386c46af4d042e353c15","0M-1M","CARD"
0,"RESOLVED",NA,NA,"6ba19e57-d6c5-4e27-be8b-210170b6","0M-1M","UPI"
100,"RESOLVED",NA,"Pinelabls_testing","1930856533","1M-2M","UPI"
0,"RESOLVED","United Arab Emirates","ICICI_UPI Gateway test",NA,"10M-1H","CARD"
100,"RESOLVED",NA,NA,"019ae884-e46b-7d2d-a86d-78f9554b","0M-1M","NB"
100,"RESOLVED",NA,NA,"Retail","2M-3M","NB"
100,"RESOLVED","USA",NA,"3350","0M-1M","CARD"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_5X","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"38378fa4-88ad-425a-a8af-6bd40755","0M-1M","CARD"
0,"MATCH","INDIA","50/50 payu paytm cards 25/75 upi",NA,"3M-4M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930877051","0M-1M","CARD"
100,"RESOLVED","INDIA","MPGS 1",NA,"2M-3M","CARD"
100,"RESOLVED","United Arab Emirates",NA,"75691/false","3M-4M","CARD"
0,NA,NA,"PayU EMI Federal",NA,"0M-1M","UPI"
0,NA,NA,"PayU - 100%","1930872349","0M-1M","NB"
